team,where,date,round,season,player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Bayern Munich,home,2017-08-18,1,2017-2018,Robert Lewandowski,9,POL,FW,28-362,90,1,0,1,1,2,0,0,0,33,0,0,0,1.2,0.4,0.3,2,1,20,25,80.0,4,21,5,0,0,304,61,10,12,83.3,8,8,100.0,1,1,100.0,0.1,2,2,2,0,23,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,1,0,1,2,11,20,7,32,,0,,115,80,4,1,3,2,30,10,0,1,2,3,1,0,0,1,1,3,25.0
Bayern Munich,home,2017-08-18,1,2017-2018,Franck Ribéry,7,FRA,LW,34-133,76,0,0,0,0,0,0,0,0,43,1,1,1,0.0,0.0,0.5,5,1,33,35,94.3,9,36,4,3,1,653,149,10,11,90.9,18,18,100.0,4,4,100.0,0.2,2,3,1,0,35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,1,2,0,0,1,8,17,18,2,43,33.3,2,66.7,263,145,3,1,0,6,44,7,0,1,5,0,0,0,0,7,0,0,
Bayern Munich,home,2017-08-18,1,2017-2018,Kingsley Coman,29,FRA,LW,21-066,14,0,0,0,0,1,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,7,8,87.5,3,9,3,1,1,110,32,4,5,80.0,3,3,100.0,0,0,,0.0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,1,0,0,0,0,4,7,2,11,100.0,0,0.0,172,121,2,1,1,0,9,2,0,1,0,1,0,0,0,0,2,0,100.0
Bayern Munich,home,2017-08-18,1,2017-2018,Thomas Müller,25,GER,RW,27-339,60,0,0,0,0,1,1,0,0,22,0,0,2,0.5,0.5,0.1,2,0,12,17,70.6,1,11,0,1,0,211,26,3,6,50.0,8,10,80.0,0,0,,0.2,1,0,1,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,2,9,11,4,22,0.0,1,100.0,48,14,0,0,1,1,18,7,0,1,0,0,0,0,0,1,0,0,
Bayern Munich,home,2017-08-18,1,2017-2018,Arjen Robben,10,NED,RW,33-207,30,0,0,0,0,1,1,0,0,20,0,0,1,0.3,0.3,0.3,2,0,12,16,75.0,2,14,4,5,3,183,24,7,8,87.5,3,6,50.0,1,1,100.0,0.0,1,1,0,0,14,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,3,16,2,20,60.0,2,40.0,165,97,1,1,0,1,16,9,0,0,1,1,0,0,0,1,0,1,0.0
Bayern Munich,home,2017-08-18,1,2017-2018,Arturo Vidal,23,CHI,LM,30-088,90,0,1,0,0,1,0,1,0,70,9,3,1,0.0,0.0,0.3,1,1,48,59,81.4,7,35,0,2,2,1004,385,21,27,77.8,20,21,95.2,7,9,77.8,0.8,1,7,1,0,54,4,2,0,4,0,2,0,0,0,0,1,2,7,7,2,0,6,8,75.0,2,0,1,12,0,0,2,25,38,7,2,70,100.0,0,0.0,106,65,0,0,2,0,44,3,0,2,0,0,0,0,0,4,4,1,80.0
Bayern Munich,home,2017-08-18,1,2017-2018,Sebastian Rudy,19,GER,CM,27-171,90,0,1,0,0,0,0,0,0,55,3,1,1,0.0,0.0,0.2,3,1,43,48,89.6,5,29,0,0,0,814,314,20,22,90.9,15,17,88.2,8,8,100.0,0.2,2,6,1,0,44,3,3,0,0,1,0,0,0,0,0,1,0,2,0,3,0,1,3,33.3,2,1,0,4,1,0,1,16,34,6,0,55,,0,,92,49,0,0,0,1,36,0,0,0,0,0,0,0,0,3,2,0,100.0
Bayern Munich,home,2017-08-18,1,2017-2018,Corentin Tolisso,24,FRA,RM,23-015,90,1,0,0,0,4,3,0,0,74,2,2,2,0.4,0.4,0.0,3,0,49,63,77.8,12,44,1,0,0,1068,433,17,23,73.9,24,29,82.8,7,8,87.5,0.2,0,9,2,0,58,4,3,0,4,1,1,0,0,0,0,1,1,1,1,0,1,1,3,33.3,2,0,2,4,1,0,4,19,38,17,2,74,,0,,144,99,0,0,0,0,58,3,0,2,4,0,0,0,0,3,1,0,100.0
Bayern Munich,home,2017-08-18,1,2017-2018,David Alaba,27,AUT,LB,25-055,90,0,0,0,0,0,0,0,0,71,1,1,2,0.0,0.0,0.0,2,1,55,64,85.9,4,31,1,1,1,1060,353,16,17,94.1,33,35,94.3,6,8,75.0,0.1,0,6,3,2,51,12,2,0,0,3,10,0,0,0,0,1,3,1,0,1,0,0,0,,0,1,1,2,5,0,9,32,31,8,0,71,100.0,0,0.0,135,97,0,0,0,0,42,6,0,1,0,0,0,0,0,0,1,1,50.0
Bayern Munich,home,2017-08-18,1,2017-2018,Mats Hummels,5,GER,CB,28-245,61,0,0,0,0,1,1,0,0,52,1,0,1,0.1,0.1,0.0,2,0,44,50,88.0,6,30,0,0,0,1016,603,11,12,91.7,22,25,88.0,11,13,84.6,0.0,0,6,0,0,48,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,1,0,1,1,0,0,2,28,23,1,1,52,,0,,111,65,0,0,0,0,43,0,0,2,0,0,0,0,0,2,0,0,
